0 HL
0,0209424083769634,	0,012216404886562,	0,0157068062827225,			0,0162885398487493
0,0104712041884817,	0,0506108202443281,	0,0087260034904014,			0,0232693426410704
0,0104712041884817,	0,0820244328097732,	0,012216404886562,			0,0349040139616056
0,0139616055846422,	0,0820244328097732,	0,0331588132635253,			0,0430482838859802
0,0139616055846422,	0,120418848167539,	0,12216404886562,			0,0855148342059338
0,0139616055846422,	0,12216404886562,	0,1239092495637,			0,0866783013379873
0,0139616055846422,	0,12216404886562,	0,1239092495637,			0,0866783013379873
0,0139616055846422,	0,12216404886562,	0,179755671902269,			0,105293775450844
0,0139616055846422,	0,12216404886562,	0,207678883071553,			0,114601512507272
0,0139616055846422,	0,12216404886562,	1,18150087260034,			0,439208842350201
0,0139616055846422,	0,12216404886562,	1,47294938917975,			0,536358347876671
0,0139616055846422,	0,12216404886562,	1,47294938917975,			0,536358347876671
0,0157068062827225,	0,1239092495637,	1,47294938917975,			0,537521815008724
0,0174520069808028,	0,1239092495637,	1,47294938917975,			0,538103548574751
0,0174520069808028,	0,127399650959861,	1,52879581151832,			0,557882489819662
0,0174520069808028,	0,18673647469459,	1,58987783595114,			0,59802210587551
0,209424083769633,	0,340314136125653,	1,58987783595114,			0,713205351948808
0,211169284467714,	0,795811518324602,	1,68935427574172,			0,898778359511346
0,731239092495632,	0,825479930191966,	1,69458987783596,			1,08376963350785
0,736474694589873,	0,841186736474688,	1,69458987783596,			1,09075043630017
0,736474694589873,	0,841186736474688,	1,69458987783596,			1,09075043630017
0,738219895287953,	0,928446771378702,	1,69808027923212,			1,12158231529959
0,738219895287953,	0,928446771378702,	1,69808027923212,			1,12158231529959
0,738219895287953,	0,945898778359504,	1,75567190226878,			1,14659685863874
0,741710296684113,	0,945898778359504,	1,75567190226878,			1,1477603257708
0,741710296684113,	0,945898778359504,	1,78184991273998,			1,1564863292612
0,741710296684113,	0,945898778359504,	1,78184991273998,			1,1564863292612
0,741710296684113,	0,994764397905752,	1,81675392670159,			1,18440954043049
0,741710296684113,	0,994764397905752,	1,81675392670159,			1,18440954043049
0,741710296684113,	0,994764397905752,	1,81675392670159,			1,18440954043049
0,741710296684113,	1,08027923211168,	1,81675392670159,			1,2129144851658
0,741710296684113,	1,25305410122163,	1,82198952879583,			1,27225130890053
0,741710296684113,	1,25479930191971,	1,82198952879583,			1,27283304246655
0,741710296684113,	1,30541012216404,	1,82198952879583,			1,28970331588133
0,741710296684113,	1,45200698080279,	1,82198952879583,			1,33856893542758
0,741710296684113,	1,47993019197207,	1,82198952879583,			1,34787667248401
0,743455497382194,	1,5043630017452,	1,82373472949391,			1,35718440954044
0,743455497382194,	1,51832460732984,	1,82373472949391,			1,36183827806865
0,743455497382194,	1,51832460732984,	1,82373472949391,			1,36183827806865
0,743455497382194,	1,51832460732984,	1,86387434554976,			1,37521815008727

1 HL mit 6 Neuronen
0,0139616055846422,	0,0157068062827225,	0,0087260034904014,			0,0127981384525887
0,0069808027923211,	0,0157068062827225,	0,0174520069808028,			0,0133798720186155
0,0069808027923211,	0,1239092495637,	0,0174520069808028,			0,0494473531122746
0,0069808027923211,	0,1239092495637,	0,0174520069808028,			0,0494473531122746
0,0069808027923211,	0,1239092495637,	0,0174520069808028,			0,0494473531122746
0,0087260034904014,	0,1239092495637,	0,0174520069808028,			0,0500290866783014
0,0087260034904014,	0,1239092495637,	0,0174520069808028,			0,0500290866783014
0,0139616055846422,	0,1239092495637,	0,0191972076788831,			0,0523560209424084
0,0209424083769634,	0,1239092495637,	0,0191972076788831,			0,0546829552065155
0,0209424083769634,	0,1239092495637,	0,0191972076788831,			0,0546829552065155
0,0244328097731239,	0,1239092495637,	0,0191972076788831,			0,055846422338569
0,0244328097731239,	0,1239092495637,	0,0209424083769634,			0,0564281559045957
0,0261780104712042,	0,1239092495637,	0,181500872600349,			0,110529377545084
0,1239092495637,	0,1239092495637,	0,246073298429319,			0,164630599185573
0,1239092495637,	0,1239092495637,	0,52006980802792,			0,255962769051773
0,12565445026178,	0,1239092495637,	1,00174520069807,			0,417102966841184
0,12565445026178,	0,1239092495637,	1,00174520069807,			0,417102966841184
0,956369982547986,	0,1239092495637,	1,00174520069807,			0,694008144269919
0,996509598603832,	0,1239092495637,	1,00174520069807,			0,707388016288535
1,00698080279231,	0,1239092495637,	1,00174520069807,			0,710878417684695
1,00698080279231,	0,1239092495637,	1,00174520069807,			0,710878417684695
1,58289703315882,	0,1239092495637,	1,00523560209423,			0,904013961605583
1,58289703315882,	0,1239092495637,	1,00523560209423,			0,904013961605583
1,58289703315882,	0,1239092495637,	1,00523560209423,			0,904013961605583
1,58289703315882,	0,1239092495637,	1,00523560209423,			0,904013961605583
1,58289703315882,	0,1239092495637,	1,05933682373472,			0,922047702152413
1,58289703315882,	0,1239092495637,	1,06282722513088,			0,923211169284466
1,58289703315882,	0,1239092495637,	1,06282722513088,			0,923211169284466
1,58289703315882,	0,1239092495637,	1,06457242582896,			0,923792902850493
1,58289703315882,	0,1239092495637,	1,06457242582896,			0,923792902850493
1,58289703315882,	0,12565445026178,	1,06457242582896,			0,92437463641652
1,58289703315882,	0,12565445026178,	1,06457242582896,			0,92437463641652
1,62652705061083,	0,12565445026178,	1,12565445026177,			0,959278650378126
1,62652705061083,	0,32286212914485,	1,12565445026177,			1,02501454333915
1,62652705061083,	0,856893542757411,	1,12565445026177,			1,20302501454334
1,62652705061083,	1,0610820244328,	1,12565445026177,			1,27108784176847
1,62652705061083,	1,09773123909249,	1,13787085514833,			1,28737638161722
1,62652705061083,	1,23909249563699,	1,13787085514833,			1,33449680046538
1,62652705061083,	1,27748691099475,	1,13787085514833,			1,34729493891797
1,62652705061083,	1,45898778359511,	1,13787085514833,			1,40779522978476

2 HL mit 6 und 2 Neuronen
0,0021241585639491,	0,0001196709050112,	0,0002692595362752,			0,000837696335078535
0,0002991772625280,	0,0014958863126402,	0,014240837696335,			0,00525554724507601
0,0002991772625280,	0,0016454749439042,	0,0162453253552729,			0,00597357267514332
0,0003290949887808,	0,0020942408376963,	0,0165145848915481,			0,00631264023934177
0,0035901271503365,	0,0021241585639491,	0,0182498130142108,			0,00798803290949883
0,0042183994016454,	0,0021241585639491,	0,0182498130142108,			0,00819745699326846
0,0251907255048615,	0,0042483171278982,	0,0364996260284216,			0,0219795562203938
0,0380553477935674,	0,0064622288706058,	0,0547494390426323,			0,0330890052356019
0,0381451009723258,	0,0089753178758414,	0,0558264771877333,			0,0343156320119669
0,0508601346297678,	0,0744353029169777,	0,0744353029169777,			0,0665769134879077
0,0635751682872097,	0,0939416604338063,	0,0930441286462222,			0,0835203191224127
0,0635751682872097,	0,148840688107705,	0,0930441286462222,			0,101819995013712
0,0892146596858633,	0,212356020942411,	0,130261780104711,			0,143944153577662
0,101959611069558,	0,242692595362755,	0,148870605833955,			0,164507604088756
0,115781600598354,	0,273029169783099,	0,17259536275243,			0,187135377711294
0,141510845175766,	0,333702318623788,	0,210949887808525,			0,228721017202693
0,154734480179505,	0,364038893044132,	0,230127150336573,			0,249633507853403
0,167629020194464,	0,394375467464477,	0,24930441286462,			0,27043630017452
0,20631264023934,	0,48538519072551,	0,306836200448764,			0,332844677137871
0,259895287958113,	0,515721765145854,	0,326013462976811,			0,367210172026926
0,275183246073296,	0,546058339566199,	0,345190725504859,			0,388810770381451
0,336335078534029,	0,667404637247576,	0,42189977561705,			0,475213163799552
0,351623036649212,	0,69774121166792,	0,441077038145098,			0,496813762154077
0,47246073298429,	0,728077786088265,	0,460254300673145,			0,5535976065819
0,645863874345545,	0,849424083769642,	0,536963350785336,			0,677417102966841
0,668930441286457,	0,880628272251318,	0,556140613313384,			0,701899775617053
0,691997008227369,	0,910994764397915,	0,5771129394166,			0,726701570680628
0,807329842931931,	1,0628272251309,	0,673298429319367,			0,8478184991274
0,868960359012708,	1,1235602094241,	0,711772625280473,			0,901431064572426
1,01295437546747,	1,15392670157069,	0,732146596858633,			0,966342557965597
1,14623784592371,	1,30575916230368,	0,860643231114429,			1,10421341311394
1,19955123410621,	1,36649214659687,	0,900673148840681,			1,15557217651459
1,30052356020943,	1,39685863874347,	0,920688107703807,			1,20602343555224
1,47015706806283,	1,57905759162305,	1,04077786088256,			1,36333084018948
1,5380104712042,	1,65271503365746,	1,11635003739715,			1,4356918474196
1,6083769633508,	1,7139267015707,	1,15769633507852,			1,49333333333334
1,67539267015708,	1,78534031413615,	1,20593368237346,			1,55555555555556
1,67713787085516,	1,78534031413615,	1,20593368237346,			1,55613728912159
1,69633507853404,	1,78534031413615,	1,20593368237346,			1,56253635834788
1,71553228621293,	1,78534031413615,	1,20593368237346,			1,56893542757418
