300 Grad/s
0,0104712041884817,	0,1239092495637,	0,031413612565445,			0,0552646887725422
0,0069808027923211,	0,0069808027923211,	0,0017452006980802,			0,00523560209424084
0,0087260034904014,	0,0157068062827225,	0,0017452006980802,			0,0087260034904014
0,0174520069808028,	0,205933682373473,	0,0017452006980802,			0,075043630017452
0,0349040139616056,	1,01047120418847,	0,0017452006980802,			0,349040139616053
0,150087260034904,	1,24956369982547,	0,0017452006980802,			0,467132053519485
0,732984293193712,	1,25305410122163,	0,0017452006980802,			0,662594531704474
0,734729493891792,	1,25305410122163,	0,0017452006980802,			0,663176265270501
0,734729493891792,	1,26527050610819,	0,0017452006980802,			0,667248400232689
0,738219895287953,	1,27399650959859,	0,0069808027923211,			0,673065735892956
0,738219895287953,	1,27399650959859,	0,012216404886562,			0,674810936591036
0,738219895287953,	1,29493891797556,	0,0139616055846422,			0,682373472949384
0,739965095986033,	1,29493891797556,	0,200698080279232,			0,745200698080274
0,739965095986033,	1,29493891797556,	0,359511343804536,			0,798138452588709
0,739965095986033,	1,3001745200698,	0,738219895287953,			0,926119837114595
0,739965095986033,	1,41710296684118,	0,739965095986033,			0,965677719604414
0,739965095986033,	1,41710296684118,	0,741710296684113,			0,966259453170441
0,739965095986033,	1,41710296684118,	0,741710296684113,			0,966259453170441
0,739965095986033,	1,41710296684118,	0,741710296684113,			0,966259453170441
0,739965095986033,	1,70506108202445,	0,741710296684113,			1,06224549156486

200 Grad/s
0,0069808027923211,	0,0157068062827225,	0,0087260034904014,			0,0104712041884817
0,0383944153577661,	0,0069808027923211,	0,012216404886562,			0,0191972076788831
0,0383944153577661,	0,0069808027923211,	0,0139616055846422,			0,0197789412449098
0,190226876090751,	0,1239092495637,	0,0157068062827225,			0,109947643979058
0,190226876090751,	0,745200698080274,	0,0157068062827225,			0,317044793484582
0,356020942408375,	0,842931937172769,	0,0296684118673647,			0,409540430482836
0,535776614310643,	0,842931937172769,	0,0296684118673647,			0,469458987783592
0,727748691099471,	0,987783595113431,	0,0296684118673647,			0,581733566026756
0,734729493891792,	1,0261780104712,	0,0296684118673647,			0,596858638743451
0,734729493891792,	1,03839441535776,	0,0296684118673647,			0,600930773705639
0,741710296684113,	1,03839441535776,	0,0296684118673647,			0,603257707969746
0,741710296684113,	1,03839441535776,	0,0296684118673647,			0,603257707969746
0,746945898778354,	1,03839441535776,	0,0296684118673647,			0,605002908667826
0,748691099476435,	1,20942408376962,	0,1239092495637,			0,694008144269919
0,78184991273996,	1,20942408376962,	0,1239092495637,			0,705061082024428
0,792321116928441,	1,20942408376962,	0,1239092495637,			0,708551483420588
0,98429319371727,	1,20942408376962,	0,12565445026178,			0,773123909249558
0,98429319371727,	1,20942408376962,	0,12565445026178,			0,773123909249558
1,01570680628271,	1,21291448516578,	0,127399650959861,			0,78534031413612
1,10471204188481,	1,21291448516578,	0,146596858638744,			0,821407795229779

100 Grad/s
0,0104712041884817,	0,0087260034904014,	0,012216404886562,			0,0104712041884817
0,0087260034904014,	0,0139616055846422,	0,0191972076788831,			0,0139616055846422
0,0157068062827225,	0,0139616055846422,	0,1239092495637,			0,0511925538103549
0,0174520069808028,	0,0139616055846422,	0,1239092495637,			0,0517742873763817
0,0174520069808028,	0,0139616055846422,	0,179755671902269,			0,070389761489238
0,0174520069808028,	0,0157068062827225,	1,00523560209423,			0,346131471785919
0,0174520069808028,	0,0157068062827225,	1,24956369982547,			0,427574171029665
0,0174520069808028,	0,0157068062827225,	1,46073298429319,			0,497963932518904
0,0174520069808028,	0,0157068062827225,	1,46073298429319,			0,497963932518904
0,0174520069808028,	0,0157068062827225,	1,67190226876092,			0,568353694008148
0,0174520069808028,	0,0174520069808028,	1,67190226876092,			0,568935427574174
0,0174520069808028,	0,0174520069808028,	1,67190226876092,			0,568935427574174
0,207678883071553,	0,0174520069808028,	1,673647469459,				0,632926119837118
0,207678883071553,	0,0174520069808028,	1,673647469459,				0,632926119837118
0,207678883071553,	0,0174520069808028,	1,69284467713788,			0,639325189063413
0,207678883071553,	0,0174520069808028,	1,69284467713788,			0,639325189063413
0,246073298429319,	0,0174520069808028,	1,69284467713788,			0,652123327516002
0,462478184991271,	0,0191972076788831,	1,70855148342061,			0,730075625363587
0,462478184991271,	0,0191972076788831,	1,70855148342061,			0,730075625363587
0,462478184991271,	0,0191972076788831,	1,70855148342061,			0,730075625363587
