Fix (p=0.05, σ=1.5)
0,0069808027923211,	0,012216404886562,	0,0104712041884817,			0,00988947062245492
0,1239092495637,	0,0087260034904014,	0,0209424083769634,			0,0511925538103549
0,343804537521814,	0,0139616055846422,	0,876090750436294,			0,411285631180916
0,862129144851652,	0,0418848167539267,	0,949389179755665,			0,617801047120414
0,968586387434548,	0,120418848167539,	0,949389179755665,			0,679464805119251
0,968586387434548,	0,12216404886562,	1,24083769633507,			0,777196044211745
0,970331588132628,	0,12216404886562,	1,24781849912739,			0,780104712041879
1,12216404886561,	0,12216404886562,	1,24956369982547,			0,831297265852233
1,12216404886561,	0,1239092495637,	1,24956369982547,			0,83187899941826
1,15706806282722,	0,1239092495637,	1,24956369982547,			0,843513670738795
1,15706806282722,	0,1239092495637,	1,26352530541011,			0,848167539267009
1,20069808027922,	0,1239092495637,	1,36998254799301,			0,89819662594531
1,23385689354275,	0,1239092495637,	1,49912739965096,			0,952297847585801
1,2914485165794,	0,1239092495637,	1,49912739965096,			0,971495055264684
1,2914485165794,	0,1239092495637,	1,49912739965096,			0,971495055264684
1,36300174520069,	0,1239092495637,	1,49912739965096,			0,995346131471781
1,36300174520069,	0,1239092495637,	1,49912739965096,			0,995346131471781
1,36300174520069,	0,1239092495637,	1,50785340314136,			0,998254799301915
1,36300174520069,	0,12565445026178,	1,62129144851659,			1,03664921465968
1,36300174520069,	0,12565445026178,	1,64572425828971,			1,04479348458406

Fix (p=0.025, σ=1)
0,0157068062827225,	0,0069808027923211,	0,0191972076788831,			0,0139616055846422
0,0191972076788831,	0,0209424083769634,	0,0104712041884817,			0,016870273414776
0,0191972076788831,	0,0226876090750436,	0,0139616055846422,			0,0186154741128563
0,0226876090750436,	0,0890052356020943,	0,0139616055846422,			0,0418848167539267
0,0226876090750436,	0,1239092495637,	0,0191972076788831,			0,0552646887725422
0,0244328097731239,	0,1239092495637,	0,0209424083769634,			0,0564281559045957
0,0244328097731239,	0,1239092495637,	0,0226876090750436,			0,0570098894706225
0,0244328097731239,	0,1239092495637,	0,0226876090750436,			0,0570098894706225
0,0244328097731239,	0,1239092495637,	0,0261780104712042,			0,058173356602676
0,0244328097731239,	0,1239092495637,	0,0261780104712042,			0,058173356602676
0,0244328097731239,	0,1239092495637,	0,0261780104712042,			0,058173356602676
0,0244328097731239,	0,1239092495637,	0,0279232111692845,			0,0587550901687028
0,0244328097731239,	0,1239092495637,	0,0279232111692845,			0,0587550901687028
0,0244328097731239,	0,1239092495637,	0,0541012216404886,			0,0674810936591042
0,0261780104712042,	0,1239092495637,	0,0541012216404886,			0,0680628272251309
0,0261780104712042,	0,1239092495637,	0,0890052356020943,			0,0796974985456661
0,0261780104712042,	0,1239092495637,	0,0924956369982549,			0,0808609656777197
0,0261780104712042,	0,1239092495637,	0,0977312390924957,			0,0826061663757999
0,0261780104712042,	0,1239092495637,	0,357766143106456,			0,169284467713787
0,0261780104712042,	0,1239092495637,	0,525305410122161,			0,225130890052355

Variabel
0,0087260034904014,	0,0069808027923211,	0,012216404886562,			0,00930773705642816
0,099476439790576,	0,0139616055846422,	0,0942408376963351,			0,0692262943571845
0,356020942408375,	0,0191972076788831,	0,356020942408375,			0,243746364165211
0,356020942408375,	0,0209424083769634,	0,441535776614308,			0,272833042466549
0,356020942408375,	0,750436300174515,	0,769633507853398,			0,625363583478763
0,525305410122161,	0,760907504362996,	0,776614310645719,			0,687609075043625
0,525305410122161,	0,78184991273996,	0,797556719022682,			0,701570680628267
0,525305410122161,	0,78184991273996,	0,797556719022682,			0,701570680628267
0,528795811518321,	0,792321116928441,	0,909249563699819,			0,743455497382194
0,528795811518321,	0,792321116928441,	0,914485165794059,			0,745200698080274
0,528795811518321,	0,792321116928441,	0,996509598603832,			0,772542175683531
1,05933682373472,	0,792321116928441,	1,03664921465968,			0,96276905177428
1,16579406631762,	0,792321116928441,	1,03664921465968,			0,998254799301912
1,16579406631762,	0,792321116928441,	1,08376963350785,			1,01396160558463
1,16579406631762,	0,792321116928441,	1,49912739965096,			1,152414194299
1,20418848167538,	0,792321116928441,	1,57766143106458,			1,1913903432228
1,20418848167538,	0,792321116928441,	1,62129144851659,			1,20593368237347
1,20418848167538,	0,799301919720762,	1,62129144851659,			1,20826061663758
1,20418848167538,	0,811518324607324,	1,62129144851659,			1,21233275159976
1,37696335078533,	0,830715532286207,	1,62129144851659,			1,27632344386271
